key,entry_type,author,title,abstract,address,annote,booktitle,doi,editor,file,institution,isbn,issn,journal,keywords,language,month,note,number,pages,publisher,shorttitle,type,url,urldate,volume,year,use_case,technology,pubType,relevant,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
choi_trajgail_2021,article,"Choi, Seongjin and Kim, Jiwon and Yeo, Hwasoo",TrajGAIL: Generating urban vehicle trajectories using generative adversarial imitation learning,"Recently, an abundant amount of urban vehicle trajectory data has been collected in road net­ works. Many studies have used machine learning algorithms to analyze patterns in vehicle tra­ jectories to predict location sequences of individual travelers. Unlike the previous studies that used a discriminative modeling approach, this research suggests a generative modeling approach to learn the underlying distributions of urban vehicle trajectory data. A generative model for urban vehicle trajectories can better generalize from training data by learning the underlying distribution of the training data and, thus, produce synthetic vehicle trajectories similar to real vehicle trajectories with limited observations. Synthetic trajectories can provide solutions to data sparsity or data privacy issues in using location data. This research proposes TrajGAIL, a gener­ ative adversarial imitation learning framework for the urban vehicle trajectory generation. In TrajGAIL, learning location sequences in observed trajectories is formulated as an imitation learning problem in a partially observable Markov decision process. The model is trained by the generative adversarial framework, which uses the reward function from the adversarial discriminator. The model is tested with both simulation and real-world datasets, and the results show that the proposed model obtained significant performance gains compared to existing models in sequence modeling.",,,,10.1016/j.trc.2021.103091,,1-s2.0-S0968090X21001121-main.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/1-s2.0-S0968090X21001121-main.pdf:application/pdf,,,0968090X,Transportation Research Part C: Emerging Technologies,,en,jul,,,103091,,{TrajGAIL},,https://linkinghub.elsevier.com/retrieve/pii/S0968090X21001121,2023-06-25,128.0,2021.0,Synthetic data generation,GAN,journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spadon_unfolding_2023,article,"Spadon, Gabriel and Ferreira, Martha D. and Soares, Amilcar and Matwin, Stan",Unfolding AIS Transmission Behavior for Vessel Movement Modeling on Noisy Data Leveraging Machine Learning,"The oceans are a source of an impressive mixture of complex data that could be used to uncover relationships yet to be discovered. Such data comes from the oceans and their surface, such as Automatic Identiﬁcation System (AIS) messages used for tracking vessels’ trajectories. AIS messages are transmitted over radio or satellite at ideally periodic time intervals but vary irregularly over time. As such, this paper aims to model the AIS message transmission behavior through neural networks for forecasting upcoming AIS messages’ content from multiple vessels, particularly in a simultaneous approach despite messages’ temporal irregularities as outliers. We present a set of experiments comprising multiple algorithms for forecasting tasks with horizon sizes of varying lengths. Deep learning models (e.g., neural networks) revealed themselves to adequately preserve vessels’ spatial awareness regardless of temporal irregularity. We show how convolutional layers, feed-forward networks, and recurrent neural networks can improve such tasks by working together. Experimenting with short, medium, and large-sized sequences of messages, our model achieved 36/37/38\% of the Relative Percentage Difference – the lower, the better, whereas we observed 92/45/96\% on the Elman’s RNN, 51/52/40\% on the GRU, and 129/98/61\% on the LSTM. These results support our model as a driver for improving the prediction of vessel routes when analyzing multiple vessels of diverging types simultaneously under temporally noise data.",,,,10.1109/ACCESS.2022.3197215,,Unfolding_AIS_Transmission_Behavior_for_Vessel_Movement_Modeling_on_Noisy_Data_Leveraging_Machine_Learning.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/Unfolding_AIS_Transmission_Behavior_for_Vessel_Movement_Modeling_on_Noisy_Data_Leveraging_Machine_Learning.pdf:application/pdf,,,2169-3536,IEEE Access,,en,,,,18821--18837,,,,https://ieeexplore.ieee.org/document/9852238/,2023-06-18,11.0,2023.0,Next location / final destination prediction,"CNN, RNN",journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wang_unsupervised_2020,article,"Wang, Zhongqiu and Yuan, Guan and Pei, Haoran and Zhang, Yanmei and Liu, Xiao",Unsupervised learning trajectory anomaly detection algorithm based on deep representation,"Without ground-truth data, trajectory anomaly detection is a hard work and the result lacks of interpretability. Moreover, in most current methods, trajectories are represented by geometric features or their low-dimensional linear combination, and some hidden features and high-dimensional combined features cannot be found efficiently. Meanwhile, traditional methods still cannot get rid of the limitation of space attributes. Therefore, a novel trajectory anomaly detection algorithm is present in this article. Unsupervised learning mechanism is used to overcome nonground-truth problem and deep representation method is used to represent trajectories in a comprehensive way. First, each trajectory is partitioned into segments according to its open angles, then the shallow features at each point of a segment are extracted and. In this way, each segment is represented as a feature sequence. Second, shallow features are integrated into autoencoder-based deep feature fusion model, and the fusion feature sequences can be extracted. Third, these fused feature sequences are grouped into different clusters using a unsupervised clustering algorithm, and then segments which quite differ from others are detected as anomalies. Finally, comprehensive experiments are conducted on both synthetic and real data sets, which demonstrate the efficiency of our work.",,,,10.1177/1550147720971504,,wang-et-al-2020-unsupervised-learning-trajectory-anomaly-detection-algorithm-based-on-deep-representation.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/wang-et-al-2020-unsupervised-learning-trajectory-anomaly-detection-algorithm-based-on-deep-representation.pdf:application/pdf,,,"1550-1477, 1550-1477",International Journal of Distributed Sensor Networks,,en,dec,,12.0,155014772097150,,,,http://journals.sagepub.com/doi/10.1177/1550147720971504,2023-06-18,16.0,2020.0,Anomaly detection,Auto-encoder,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zhang_urban_2022,article,"Zhang, Yingxue and Li, Yanhua and Zhou, Xun and Luo, Jun and Zhang, Zhi-Li",Urban Traffic Dynamics Prediction—A Continuous Spatial-temporal Meta-learning Approach,"Urban traffic status (e.g., traffic speed and volume) is highly dynamic in nature, namely, varying across space and evolving over time. Thus, predicting such traffic dynamics is of great importance to urban development and transportation management. However, it is very challenging to solve this problem due to spatial-temporal dependencies and traffic uncertainties. In this article, we solve the traffic dynamics prediction problem from Bayesian meta-learning perspective and propose a novel continuous spatial-temporal meta-learner (cST-ML), which is trained on a distribution of traffic prediction tasks segmented by historical traffic data with the goal of learning a strategy that can be quickly adapted to related but unseen traffic prediction tasks. cST-ML tackles the traffic dynamics prediction challenges by advancing the Bayesian black-box meta-learning framework through the following new points: (1) cST-ML captures the dynamics of traffic prediction tasks using variational inference, and to better capture the temporal uncertainties within tasks, cST-ML performs as a rolling window within each task; (2) cST-ML has novel designs in architecture, where CNN and LSTM are embedded to capture the spatial-temporal dependencies between traffic status and traffic-related features; (3) novel training and testing algorithms for cST-ML are designed. We also conduct experiments on two real-world traffic datasets (taxi inflow and traffic speed) to evaluate our proposed cST-ML. The experimental results verify that cST-ML can significantly improve the urban traffic prediction performance and outperform all baseline models especially when obvious traffic dynamics and temporal uncertainties are presented.",,,,10.1145/3474837,,3474837.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/3474837.pdf:application/pdf,,,"2157-6904, 2157-6912",ACM Transactions on Intelligent Systems and Technology,,en,apr,,2.0,1--19,,,,https://dl.acm.org/doi/10.1145/3474837,2023-06-18,13.0,2022.0,Traffic volume prediction,CNN and LSTM,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sturgis_vessel_2022,inproceedings,"Sturgis, Raphael and Emiya, Valentin and Couetoux, Basile and Garreau, Pierre",Vessel Behaviour Classification from AIS Without Geographical Biases,"The automatic detection of vessel behaviours from Automatic Identification System (AIS) data is a challenging aspect of designing intelligent systems and aiding maritime situational awareness. The development of such systems remains limited to some activities like fishing, and by geographical biases that prevent systems to generalise to other areas than that used for training.","Macau, China",,2022 {IEEE} 25th {International} {Conference} on {Intelligent} {Transportation} {Systems} ({ITSC}),10.1109/ITSC55140.2022.9921946,,Vessel_Behaviour_Classification_from_AIS_Without_Geographical_Biases.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/Vessel_Behaviour_Classification_from_AIS_Without_Geographical_Biases.pdf:application/pdf,,978-1-66546-880-0,,,,en,oct,,,2465--2470,IEEE,,,https://ieeexplore.ieee.org/document/9921946/,2023-06-18,,2022.0,Next location / final destination prediction,"RNN, LSTM, GRU",article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lee_visualization_2021,misc,"Lee, Gusang and Yun, Won Joon and Jung, Soyi and Kim, Joongheon and Kim, Jae-Hyun",Visualization of Deep Reinforcement Autonomous Aerial Mobility Learning Simulations,"This demo abstract presents the visualization of deep reinforcement learning (DRL)-based autonomous aerial mobility simulations. In order to implement the software, Unity-RL is used and additional buildings are introduced for urban environment. On top of the implementation, DRL algorithms are used and we conﬁrm it works well in terms of trajectory and 3D visualization.",,,,,,2102.08761.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/2102.08761.pdf:application/pdf,,,,,"Computer Science - Networking and Internet Architecture, Computer Science - Robotics",en,feb,arXiv:2102.08761 [cs],,,arXiv,,,http://arxiv.org/abs/2102.08761,2023-06-18,,2021.0,Synthetic data generation,deep reinforcement learning (DRL),arxiv,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zhao_where_2022,article,"Zhao, Pengpeng and Luo, Anjing and Liu, Yanchi and Xu, Jiajie and Li, Zhixu and Zhuang, Fuzhen and Sheng, Victor S. and Zhou, Xiaofang",Where to Go Next: A Spatio-Temporal Gated Network for Next POI Recommendation,"Next Point-of-Interest (POI) recommendation which is of great value to both users and POI holders is a challenging task since complex sequential patterns and rich contexts are contained in extremely sparse user check-in data. Recently proposed embedding techniques have shown promising results in alleviating the data sparsity issue by modeling context information, and Recurrent Neural Network (RNN) has been proved effective in the sequential prediction. However, existing next POI recommendation approaches train the embedding and network model separately, which cannot fully leverage rich contexts. In this paper, we propose a novel uniﬁed neural network framework, named NeuNext, which leverages POI context prediction to assist next POI recommendation by joint learning. Speciﬁcally, the Spatio-Temporal Gated Network (STGN) is proposed to model personalized sequential patterns for users’ long and short term preferences in the next POI recommendation. In the POI context prediction, rich contexts on POI sides are used to construct graph, and enforce the smoothness among neighboring POIs. Finally, we jointly train the POI context prediction and the next POI recommendation to fully leverage labeled and unlabeled data. Extensive experiments on real-world datasets show that our method outperforms other approaches for next POI recommendation in terms of Accuracy and MAP.",,,,10.1109/TKDE.2020.3007194,,Where_to_Go_Next_A_Spatio-Temporal_Gated_Network_for_Next_POI_Recommendation.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/Where_to_Go_Next_A_Spatio-Temporal_Gated_Network_for_Next_POI_Recommendation.pdf:application/pdf,,,"1041-4347, 1558-2191, 2326-3865",IEEE Transactions on Knowledge and Data Engineering,,en,may,,5.0,2512--2524,,Where to {Go} {Next},,https://ieeexplore.ieee.org/document/9133505/,2023-06-25,34.0,2022.0,Next location / final destination prediction,LSTM,journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sun_where_2020,article,"Sun, Ke and Qian, Tieyun and Chen, Tong and Liang, Yile and Nguyen, Quoc Viet Hung and Yin, Hongzhi",Where to Go Next: Modeling Long- and Short-Term User Preferences for Point-of-Interest Recommendation,"Point-of-Interest (POI) recommendation has been a trending research topic as it generates personalized suggestions on facilities for users from a large number of candidate venues. Since users’ check-in records can be viewed as a long sequence, methods based on recurrent neural networks (RNNs) have recently shown promising applicability for this task. However, existing RNN-based methods either neglect users’ long-term preferences or overlook the geographical relations among recently visited POIs when modeling users’ shortterm preferences, thus making the recommendation results unreliable. To address the above limitations, we propose a novel method named Long- and Short-Term Preference Modeling (LSTPM) for next-POI recommendation. In particular, the proposed model consists of a nonlocal network for longterm preference modeling and a geo-dilated RNN for shortterm preference learning. Extensive experiments on two realworld datasets demonstrate that our model yields signiﬁcant improvements over the state-of-the-art methods.",,,,10.1609/aaai.v34i01.5353,,5353-Article Text-8578-1-10-20200508.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/5353-Article Text-8578-1-10-20200508.pdf:application/pdf,,,"2374-3468, 2159-5399",Proceedings of the AAAI Conference on Artificial Intelligence,,en,apr,,1.0,214--221,,Where to {Go} {Next},,https://ojs.aaai.org/index.php/AAAI/article/view/5353,2023-06-25,34.0,2020.0,Next location / final destination prediction,LSTM,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buroni2021tutorial,inproceedings,"Buroni, Giovanni and Bontempi, Gianluca and Determe, Karl",A tutorial on network-wide multi-horizon traffic forecasting with deep learning.,"Traffic flow forecasting is fundamental to todayâ€™s Intelligent Transportation Systems (ITS). It involves the task of learning traffic complex dynamics in order to predict future conditions. This is particularly challenging when it comes to predict the traffic status for multiple horizons into the future and at the same time for the entire transportation network. In this context deep learning models have recently shown promising results. This models can inherently capture the non-linear space-temporal correlations (ST) in traffic by taking advantage of the huge volume of data available. In this study the authors present a LSTM encoder-decoder for multi-horizon traffic flow predictions. We adopted a direct approach in which the model simultaneously predict traffic conditions for the entire Belgian motorway transport network at each time step. The results clearly show the superiority of this model when compared with other deep learning models. In the workshop, conference attendees will learn how to process and visualize mobility data, obtain optimal features for traffic flow forecasting, build a LSTM encoder-decoder and perform predictions in an online manner.",,,EDBT/ICDT Workshops,,,,,,,,,,,,,,,,,,,,2021.0,Traffic volume prediction,LSTM,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carroll2022towards,article,"Carroll, Micah and Lin, Jessy and Paradise, Orr and Georgescu, Raluca and Sun, Mingfei and Bignell, David and Milani, Stephanie and Hofmann, Katja and Hausknecht, Matthew and Dragan, Anca and others",Towards flexible inference in sequential decision problems via bidirectional transformers,"Randomly masking and predicting word tokens has been a successful approach in pre-training language models for a variety of downstream tasks. In this work, we observe that the same idea also applies naturally to sequential decision making, where many well-studied tasks like behavior cloning, offline RL, inverse dynamics, and waypoint conditioning correspond to different sequence maskings over a sequence of states, actions, and returns. We introduce the FlexiBiT framework, which provides a unified way to specify models which can be trained on many different sequential decision making tasks. We show that a single FlexiBiT model is simultaneously capable of carrying out many tasks with performance similar to or better than specialized models. Additionally, we show that performance can be further improved by fine-tuning our general model on specific tasks of interest.",,,,,,,,,,arXiv preprint arXiv:2204.13326,,,,,,,,,,,,,2022.0,Trajectory prediction/imputation,Transformers,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chen2020ship,article,"Chen, Xiang and Liu, Yuanchang and Achuthan, Kamalasudhan and Zhang, Xinyu",A ship movement classification based on Automatic Identification System (AIS) data using Convolutional Neural Network,"With a wide use of AIS data in maritime transportation, there is an increasing demand to develop algorithms to efficiently classify a shipâ€™s AIS data into different movements (static, normal navigation and manoeuvring). To achieve this, several studies have been proposed to use labelled features but with the drawback of not being able to effectively extract the details of ship movement information. In addition, a ship movement is in a free space, which is different to a road vehicleâ€™s movement in road grids, making it inconvenient to directly migrate the methods for GPS data classification into AIS data. To deal with these problems, a Convolutional Neural Network-Ship Movement Modes Classification (CNN-SMMC) algorithm is proposed in this paper. The underlying concept of this method is to train a neural network to learn from the labelled AIS data, and the unlabelled AIS data can be effectively classified by using this trained network. More specifically, a Ship Movement Image Generation and Labelling (SMIGL) algorithm is first designed to convert a shipâ€™s AIS trajectories into different movement images to make a full use of the CNNâ€™s classification ability. Then, a CNN-SMMC architecture is built with a series of functional layers (convolutional layer, max-pooling layer, dense layer etc.) for ship movement classification with seven experiments been designed to find the optimal parameters for the CNN-SMMC. Considering the imbalanced features of AIS data, three metrics (average accuracy, 
 score and Area Under Curve (AUC)) are selected to evaluate the performance of the CNN-SMMC. Finally, several benchmark classification algorithms (K-Nearest Neighbours (KNN), Support Vector Machine (SVM) and Decision Tree (DT)) are selected to compare with CNN-SMMC. The results demonstrate that the proposed CNN-SMMC has a better performance in the classification of AIS data.",,,,,,,,,,Ocean Engineering,,,,,,108182,Elsevier,,,,,218.0,2020.0,(Sub)trajectory classification,CNN,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
derrow2021eta,inproceedings,"Derrow-Pinion, Austin and She, Jennifer and Wong, David and Lange, Oliver and Hester, Todd and Perez, Luis and Nunkesser, Marc and Lee, Seongjae and Guo, Xueying and Wiltshire, Brett and Battaglia, Peter W. and Gupta, Vishal and Li, Ang and Xu, Zhongwen and Sanchez-Gonzalez, Alvaro and Li, Yujia and Velickovic, Petar",ETA Prediction with Graph Neural Networks in Google Maps,"Travel-time prediction constitutes a task of high importance in transportation networks, with web mapping services like Google Maps regularly serving vast quantities of travel time queries from users and enterprises alike. Further, such a task requires accounting for complex spatiotemporal interactions (modelling both the topological properties of the road network and anticipating events---such as rush hours---that may occur in the future). Hence, it is an ideal target for graph representation learning at scale. Here we present a graph neural network estimator for estimated time of arrival (ETA) which we have deployed in production at Google Maps. While our main architecture consists of standard GNN building blocks, we further detail the usage of training schedule methods such as MetaGradients in order to make our model robust and production-ready. We also provide prescriptive studies: ablating on various architectural decisions and training regimes, and qualitative analyses on real-world situations where our model provides a competitive edge. Our GNN proved powerful when deployed, significantly reducing negative ETA outcomes in several regions compared to the previous production baseline (40+% in cities like Sydney).","New York, NY, USA",,Proceedings of the 30th ACM International Conference on Information & Knowledge Management,10.1145/3459637.3481916,,,,9781450384469.0,,,"google maps, graph neural networks, metagradients",,,,,3767â€“3776,Association for Computing Machinery,,,https://doi.org/10.1145/3459637.3481916,,,2021.0,Estimated Time of Arrival,GNN,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fan2022online,inproceedings,"Fan, Zipei and Yang, Xiaojie and Yuan, Wei and Jiang, Renhe and Chen, Quanjun and Song, Xuan and Shibasaki, Ryosuke",Online Trajectory Prediction for Metropolitan Scale Mobility Digital Twin,"Knowing ""what is happening"" and ""what will happen"" of the mobility in a city is the building block of a data-driven smart city system. In recent years, mobility digital twin that makes a virtual replication of human mobility and predicting or simulating the fine-grained movements of the subjects in a virtual space at a metropolitan scale in near real-time has shown its great potential in modern urban intelligent systems. However, few studies have provided practical solutions. The main difficulties are four-folds: 1) the daily variation of human mobility is hard to model and predict; 2) the transportation network enforces a complex constraints on human mobility; 3) generating a rational fine-grained human trajectory is challenging for existing machine learning models; and 4) making a fine-grained prediction incurs high computational costs, which is challenging for an online system. Bearing these difficulties in mind, in this paper we propose a two-stage human mobility predictor that stratifies the coarse and fine-grained level predictions. In the first stage, to encode the daily variation of human mobility at a metropolitan level, we automatically extract citywide mobility trends as crowd contexts and predict long-term and long-distance movements at a coarse level. In the second stage, the coarse predictions are resolved to a fine-grained level via a probabilistic trajectory retrieval method, which offloads most of the heavy computations to the offline phase. We tested our method using a real-world mobile phone GPS dataset in the Kanto area in Japan, and achieved good prediction accuracy and a time efficiency of about 2 min in predicting future 1h movements of about 220K mobile phone users on a single machine to support more higher-level analysis of mobility prediction.","New York, NY, USA",,Proceedings of the 30th International Conference on Advances in Geographic Information Systems,10.1145/3557915.3561040,,,,9781450395298.0,,,"traffic intelligence, mobility digital twin, human mobility prediction",,,,,,Association for Computing Machinery,,,https://doi.org/10.1145/3557915.3561040,,,2022.0,Trajectory prediction/imputation,GRU,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feng2018deepmove,inproceedings,"Feng, Jie and Li, Yong and Zhang, Chao and Sun, Funing and Meng, Fanchao and Guo, Ang and Jin, Depeng",DeepMove: Predicting Human Mobility with Attentional Recurrent Networks,"Human mobility prediction is of great importance for a wide spectrum of location-based applications. However, predicting mobility is not trivial because of three challenges: 1) the complex sequential transition regularities exhibited with time-dependent and high-order nature; 2) the multi-level periodicity of human mobility; and 3) the heterogeneity and sparsity of the collected trajectory data. In this paper, we propose DeepMove, an attentional recurrent network for mobility prediction from lengthy and sparse trajectories. In DeepMove, we first design a multi-modal embedding recurrent neural network to capture the complicated sequential transitions by jointly embedding the multiple factors that govern the human mobility. Then, we propose a historical attention model with two mechanisms to capture the multi-level periodicity in a principle way, which effectively utilizes the periodicity nature to augment the recurrent neural network for mobility prediction. We perform experiments on three representative real-life mobility datasets, and extensive evaluation results demonstrate that our model outperforms the state-of-the-art models by more than 10%. Moreover, compared with the state-of-the-art neural network models, DeepMove provides intuitive explanations into the prediction and sheds light on interpretable mobility prediction.","Republic and Canton of Geneva, CHE",,Proceedings of the 2018 World Wide Web Conference,10.1145/3178876.3186058,,,,9781450356398.0,,,"attention, human mobility, recurrent neural network",,,,,1459â€“1468,International World Wide Web Conferences Steering Committee,,,https://doi.org/10.1145/3178876.3186058,,,2018.0,Next location / final destination prediction,GRU,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gao2019predicting,inproceedings,"Gao, Qiang and Zhou, Fan and Trajcevski, Goce and Zhang, Kunpeng and Zhong, Ting and Zhang, Fengli",Predicting Human Mobility via Variational Attention,"An important task in Location based Social Network applications is to predict mobility - specifically, user's next point-of-interest (POI) - challenging due to the implicit feedback of footprints, sparsity of generated check-ins, and the joint impact of historical periodicity and recent check-ins. Motivated by recent success of deep variational inference, we propose VANext (Variational Attention based Next) POI prediction: a latent variable model for inferring user's next footprint, with historical mobility attention. The variational encoding captures latent features of recent mobility, followed by searching the similar historical trajectories for periodical patterns. A trajectory convolutional network is then used to learn historical mobility, significantly improving the efficiency over often used recurrent networks. A novel variational attention mechanism is proposed to exploit the periodicity of historical mobility patterns, combined with recent check-in preference to predict next POIs. We also implement a semi-supervised variant - VANext-S, which relies on variational encoding for pre-training all current trajectories in an unsupervised manner, and uses the latent variables to initialize the current trajectory learning. Experiments conducted on real-world datasets demonstrate that VANext and VANext-S outperform the state-of-the-art human mobility prediction models.","New York, NY, USA",,The World Wide Web Conference,10.1145/3308558.3313610,,,,9781450366748.0,,,"variational attention, convolutional neural network, human mobility",,,,,2750â€“2756,Association for Computing Machinery,,,https://doi.org/10.1145/3308558.3313610,,,2019.0,Next location / final destination prediction,"RNN, CNN-Autoencoder",article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gao2022traffic,article,"Gao, Yuan and Chiang, Yao-Yi and Zhang, Xiaoxi and Zhang, Min",Traffic volume prediction for scenic spots based on multi-source and heterogeneous data,"Traffic prediction for scenic spots is an important topic in modeling an urban traffic system. Existing traffic prediction approaches typically use raw traffic data and road networks without considering the physical environment and humanâ€“environment interaction. This article presents a novel traffic prediction model that considers: (1) the topological structure of the city road network; (2) the popularity and accessibility of each scenic spot in the city; and (3) the traffic volumes of nearby scenic spots. The proposed model first learns a series of traffic dependency graphs by the Multi-graph Convolutional Network using multiple data sources describing historical traffic volumes, scenic spots popularity, land function, location, and accessibility. The graph nodes represent the scenic spots, and the links between them represent their traffic dependency, considering all traffic and geographic features. Then the proposed model uses the Gated Recurrent Unit (GRU) to capture the temporal dependency between multiple fused graphs for traffic volume prediction. The experiments show that the proposed model (M-GCNGRU) can effectively exploit and integrate geographic data with historical traffic data for traffic volume prediction, outperforming several classical and state-of-the-art methods.",,,,,,,,,,Transactions in GIS,,,,,6.0,2415--2439,Wiley Online Library,,,,,26.0,2022.0,Traffic volume prediction,"GNN, GRU",journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hong2022you,inproceedings,"Hong, Ye and Martin, Henry and Raubal, Martin",How Do You Go Where? Improving next Location Prediction by Learning Travel Mode Information Using Transformers,"Predicting the next visited location of an individual is a key problem in human mobility analysis, as it is required for the personalization and optimization of sustainable transport options. Here, we propose a transformer decoder-based neural network to predict the next location an individual will visit based on historical locations, time, and travel modes, which are behaviour dimensions often overlooked in previous work. In particular, the prediction of the next travel mode is designed as an auxiliary task to help guide the network's learning. For evaluation, we apply this approach to two large-scale and long-term GPS tracking datasets involving more than 600 individuals. Our experiments show that the proposed method significantly outperforms other state-of-the-art next location prediction methods by a large margin (8.05% and 5.60% relative increase in F1-score for the two datasets, respectively). We conduct an extensive ablation study that quantifies the influence of considering temporal features, travel mode information, and the auxiliary task on the prediction results. Moreover, we experimentally determine the performance upper bound when including the next mode prediction in our model. Finally, our analysis indicates that the performance of location prediction varies significantly with the chosen next travel mode by the individual. These results show potential for a more systematic consideration of additional dimensions of travel behaviour in human mobility prediction tasks. The source code of our model and experiments is available at https://github.com/mie-lab/location-mode-prediction.","New York, NY, USA",,Proceedings of the 30th International Conference on Advances in Geographic Information Systems,10.1145/3557915.3560996,,,,9781450395298.0,,,"location prediction, mobility, travel behaviour, deep learning",,,,,,Association for Computing Machinery,,,https://doi.org/10.1145/3557915.3560996,,,2022.0,Next location / final destination prediction,Transformers,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
